FECHA,HORA,TEMP,HUM,PNM,DD,FF,NOMBRE
20032023,1,28,64,1012,160,13,GUALEGUAYCHU AERO
20032023,1,26,66,1012,140,6,GUALEGUAYCHU AERO
20032023,2,25,70,1013,140,4,GUALEGUAYCHU AERO
20032023,2,24,71,1014,140,11,GUALEGUAYCHU AERO
21032023,NA,17,90,1016,50,11,GUALEGUAYCHU AERO
21032023,NA,16,98,1016,50,11,GUALEGUAYCHU AERO
21032023,NA,16,98,1017,90,7,GUALEGUAYCHU AERO
21032023,NA,16,96,1017,50,11,GUALEGUAYCHU AERO
21032023,1,15,98,1017,90,11,GUALEGUAYCHU AERO
21032023,1,16,94,1017,90,11,GUALEGUAYCHU AERO
21032023,1,16,92,1017,50,15,GUALEGUAYCHU AERO
21032023,1,17,92,1017,90,15,GUALEGUAYCHU AERO
21032023,1,17,96,1017,70,13,GUALEGUAYCHU AERO
21032023,1,18,96,1017,70,13,GUALEGUAYCHU AERO
21032023,1,18,96,1016,70,13,GUALEGUAYCHU AERO
21032023,1,18,97,1016,90,11,GUALEGUAYCHU AERO
21032023,1,19,97,1015,90,11,GUALEGUAYCHU AERO
21032023,1,19,95,1015,90,9,GUALEGUAYCHU AERO
21032023,2,19,95,1016,90,6,GUALEGUAYCHU AERO
21032023,2,19,93,1017,90,7,GUALEGUAYCHU AERO
22032023,NA,18,77,1018,90,9,GUALEGUAYCHU AERO
22032023,NA,18,75,1018,70,13,GUALEGUAYCHU AERO
22032023,NA,18,76,1018,70,15,GUALEGUAYCHU AERO
22032023,NA,19,75,1019,110,19,GUALEGUAYCHU AERO
22032023,1,19,75,1019,90,22,GUALEGUAYCHU AERO
22032023,1,19,74,1019,90,28,GUALEGUAYCHU AERO
22032023,1,20,74,1018,70,31,GUALEGUAYCHU AERO
22032023,1,20,74,1018,70,31,GUALEGUAYCHU AERO
22032023,1,21,75,1018,70,33,GUALEGUAYCHU AERO
22032023,1,22,76,1017,50,31,GUALEGUAYCHU AERO
22032023,1,22,78,1016,70,28,GUALEGUAYCHU AERO
22032023,1,22,79,1015,50,28,GUALEGUAYCHU AERO
22032023,1,22,80,1016,90,15,GUALEGUAYCHU AERO
22032023,1,21,82,1016,50,13,GUALEGUAYCHU AERO
22032023,2,20,86,1016,50,9,GUALEGUAYCHU AERO
22032023,2,20,86,1016,90,7,GUALEGUAYCHU AERO
23032023,NA,19,96,1015,90,7,GUALEGUAYCHU AERO
23032023,NA,19,96,1014,90,6,GUALEGUAYCHU AERO
23032023,NA,19,95,1015,90,6,GUALEGUAYCHU AERO
23032023,NA,21,89,1016,90,7,GUALEGUAYCHU AERO
23032023,1,23,85,1016,90,6,GUALEGUAYCHU AERO
23032023,1,25,78,1016,90,6,GUALEGUAYCHU AERO
23032023,1,26,74,1016,360,11,GUALEGUAYCHU AERO
23032023,1,26,76,1016,360,11,GUALEGUAYCHU AERO
23032023,1,27,73,1015,360,11,GUALEGUAYCHU AERO
23032023,1,28,69,1015,270,15,GUALEGUAYCHU AERO
23032023,1,28,67,1014,230,15,GUALEGUAYCHU AERO
23032023,1,28,66,1014,200,11,GUALEGUAYCHU AERO
23032023,1,28,65,1013,180,11,GUALEGUAYCHU AERO
23032023,1,26,73,1014,0,0,GUALEGUAYCHU AERO
23032023,2,24,81,1014,0,0,GUALEGUAYCHU AERO
23032023,2,24,83,1015,180,6,GUALEGUAYCHU AERO
24032023,NA,19,98,1016,180,4,GUALEGUAYCHU AERO
24032023,NA,19,98,1016,140,4,GUALEGUAYCHU AERO
24032023,NA,20,96,1017,140,6,GUALEGUAYCHU AERO
24032023,NA,22,87,1017,140,11,GUALEGUAYCHU AERO
24032023,1,23,82,1017,160,13,GUALEGUAYCHU AERO
24032023,1,24,76,1018,140,11,GUALEGUAYCHU AERO
24032023,1,25,71,1018,110,11,GUALEGUAYCHU AERO
24032023,1,27,66,1016,90,11,GUALEGUAYCHU AERO
24032023,1,27,64,1015,90,13,GUALEGUAYCHU AERO
24032023,1,29,59,1014,50,13,GUALEGUAYCHU AERO
24032023,1,29,60,1014,50,13,GUALEGUAYCHU AERO
24032023,1,28,62,1012,50,11,GUALEGUAYCHU AERO
24032023,1,27,67,1012,50,9,GUALEGUAYCHU AERO
24032023,1,26,72,1012,50,7,GUALEGUAYCHU AERO
24032023,2,25,76,1012,90,6,GUALEGUAYCHU AERO
24032023,2,24,84,1013,90,7,GUALEGUAYCHU AERO
25032023,NA,21,100,1007,180,11,GUALEGUAYCHU AERO
25032023,NA,21,100,1007,180,11,GUALEGUAYCHU AERO
25032023,NA,21,98,1007,180,4,GUALEGUAYCHU AERO
25032023,NA,20,98,1008,180,9,GUALEGUAYCHU AERO
25032023,1,20,96,1008,230,9,GUALEGUAYCHU AERO
25032023,1,22,90,1008,180,13,GUALEGUAYCHU AERO
25032023,1,23,80,1010,180,15,GUALEGUAYCHU AERO
25032023,1,24,80,1010,180,15,GUALEGUAYCHU AERO
25032023,1,26,68,1010,230,11,GUALEGUAYCHU AERO
25032023,1,27,67,1010,230,17,GUALEGUAYCHU AERO
25032023,1,24,77,1010,180,17,GUALEGUAYCHU AERO
25032023,1,25,74,1010,180,15,GUALEGUAYCHU AERO
25032023,1,25,67,1011,160,13,GUALEGUAYCHU AERO
25032023,1,24,77,1011,140,9,GUALEGUAYCHU AERO
25032023,2,22,84,1012,140,7,GUALEGUAYCHU AERO
25032023,2,21,88,1012,140,4,GUALEGUAYCHU AERO
26032023,NA,18,94,1016,180,15,GUALEGUAYCHU AERO
26032023,NA,18,92,1016,180,15,GUALEGUAYCHU AERO
26032023,NA,17,88,1017,180,11,GUALEGUAYCHU AERO
26032023,NA,17,90,1018,180,11,GUALEGUAYCHU AERO
26032023,1,18,87,1018,230,15,GUALEGUAYCHU AERO
26032023,1,19,79,1019,230,9,GUALEGUAYCHU AERO
26032023,1,21,67,1019,230,9,GUALEGUAYCHU AERO
26032023,1,22,62,1019,230,7,GUALEGUAYCHU AERO
26032023,1,23,59,1018,180,15,GUALEGUAYCHU AERO
26032023,1,24,54,1018,180,11,GUALEGUAYCHU AERO
26032023,1,24,54,1018,230,11,GUALEGUAYCHU AERO
26032023,1,23,51,1018,230,11,GUALEGUAYCHU AERO
26032023,1,22,63,1018,180,15,GUALEGUAYCHU AERO
26032023,1,20,68,1018,180,6,GUALEGUAYCHU AERO
26032023,2,18,67,1018,180,6,GUALEGUAYCHU AERO
26032023,2,17,68,1018,140,15,GUALEGUAYCHU AERO
27032023,NA,13,94,1018,90,6,GUALEGUAYCHU AERO
27032023,NA,14,90,1018,70,15,GUALEGUAYCHU AERO
27032023,NA,14,90,1018,50,11,GUALEGUAYCHU AERO
27032023,NA,16,85,1018,50,15,GUALEGUAYCHU AERO
27032023,1,20,73,1017,50,26,GUALEGUAYCHU AERO
27032023,1,22,53,1018,50,26,GUALEGUAYCHU AERO
27032023,1,23,52,1017,50,22,GUALEGUAYCHU AERO
27032023,1,24,50,1016,50,19,GUALEGUAYCHU AERO
27032023,1,25,48,1015,50,19,GUALEGUAYCHU AERO
27032023,1,26,45,1014,50,20,GUALEGUAYCHU AERO
27032023,1,26,46,1013,50,20,GUALEGUAYCHU AERO
27032023,1,26,47,1012,50,19,GUALEGUAYCHU AERO
27032023,1,25,48,1012,50,15,GUALEGUAYCHU AERO
27032023,1,22,62,1013,50,11,GUALEGUAYCHU AERO
27032023,2,21,65,1013,50,9,GUALEGUAYCHU AERO
27032023,2,21,66,1013,50,9,GUALEGUAYCHU AERO
28032023,NA,18,82,1011,50,7,GUALEGUAYCHU AERO
28032023,NA,17,85,1011,50,7,GUALEGUAYCHU AERO
28032023,NA,18,82,1011,50,9,GUALEGUAYCHU AERO
28032023,NA,20,73,1011,50,15,GUALEGUAYCHU AERO
28032023,1,23,62,1011,20,19,GUALEGUAYCHU AERO
28032023,1,26,52,1011,20,24,GUALEGUAYCHU AERO
28032023,1,27,49,1011,20,28,GUALEGUAYCHU AERO
28032023,1,28,48,1010,360,28,GUALEGUAYCHU AERO
28032023,1,28,47,1009,360,28,GUALEGUAYCHU AERO
28032023,1,29,44,1008,360,28,GUALEGUAYCHU AERO
28032023,1,29,43,1007,20,24,GUALEGUAYCHU AERO
28032023,1,29,44,1007,20,24,GUALEGUAYCHU AERO
28032023,1,28,44,1006,360,19,GUALEGUAYCHU AERO
28032023,1,26,52,1006,20,13,GUALEGUAYCHU AERO
28032023,2,24,58,1006,50,11,GUALEGUAYCHU AERO
28032023,2,22,65,1006,50,9,GUALEGUAYCHU AERO
29032023,NA,19,85,1006,50,4,GUALEGUAYCHU AERO
29032023,NA,19,85,1007,50,4,GUALEGUAYCHU AERO
29032023,NA,19,87,1007,50,4,GUALEGUAYCHU AERO
29032023,NA,22,78,1007,360,4,GUALEGUAYCHU AERO
29032023,1,25,68,1008,360,4,GUALEGUAYCHU AERO
29032023,1,25,72,1008,360,6,GUALEGUAYCHU AERO
29032023,1,25,73,1008,360,6,GUALEGUAYCHU AERO
29032023,1,27,68,1008,360,11,GUALEGUAYCHU AERO
29032023,1,30,59,1007,230,6,GUALEGUAYCHU AERO
29032023,1,31,55,1007,230,7,GUALEGUAYCHU AERO
29032023,1,30,62,1007,180,7,GUALEGUAYCHU AERO
29032023,1,29,63,1007,180,6,GUALEGUAYCHU AERO
29032023,1,24,80,1008,360,26,GUALEGUAYCHU AERO
29032023,1,21,95,1010,230,19,GUALEGUAYCHU AERO
29032023,2,20,95,1012,230,19,GUALEGUAYCHU AERO
29032023,2,19,96,1012,230,9,GUALEGUAYCHU AERO
30032023,NA,18,92,1014,140,11,GUALEGUAYCHU AERO
30032023,NA,18,92,1014,140,11,GUALEGUAYCHU AERO
30032023,NA,18,91,1014,140,11,GUALEGUAYCHU AERO
30032023,NA,19,88,1015,140,15,GUALEGUAYCHU AERO
30032023,1,19,84,1015,140,15,GUALEGUAYCHU AERO
30032023,1,20,81,1015,110,15,GUALEGUAYCHU AERO
30032023,1,21,77,1014,110,11,GUALEGUAYCHU AERO
30032023,1,22,77,1014,90,11,GUALEGUAYCHU AERO
30032023,1,22,78,1013,90,9,GUALEGUAYCHU AERO
30032023,1,23,77,1013,90,11,GUALEGUAYCHU AERO
30032023,1,23,77,1013,90,11,GUALEGUAYCHU AERO
30032023,1,23,79,1012,90,9,GUALEGUAYCHU AERO
30032023,1,23,82,1012,90,9,GUALEGUAYCHU AERO
30032023,1,22,85,1012,90,9,GUALEGUAYCHU AERO
30032023,2,22,84,1012,90,11,GUALEGUAYCHU AERO
30032023,2,22,86,1012,90,7,GUALEGUAYCHU AERO
31032023,NA,21,91,1014,200,9,GUALEGUAYCHU AERO
31032023,NA,21,92,1015,200,15,GUALEGUAYCHU AERO
31032023,NA,21,92,1015,200,15,GUALEGUAYCHU AERO
31032023,NA,21,88,1016,200,19,GUALEGUAYCHU AERO
31032023,1,22,81,1017,200,19,GUALEGUAYCHU AERO
31032023,1,23,73,1018,180,22,GUALEGUAYCHU AERO
31032023,1,24,60,1018,180,24,GUALEGUAYCHU AERO
31032023,1,24,59,1018,180,28,GUALEGUAYCHU AERO
31032023,1,24,40,1019,180,31,GUALEGUAYCHU AERO
31032023,1,23,41,1019,200,33,GUALEGUAYCHU AERO
31032023,1,23,43,1019,200,33,GUALEGUAYCHU AERO
31032023,1,22,41,1019,180,31,GUALEGUAYCHU AERO
31032023,1,21,43,1020,180,28,GUALEGUAYCHU AERO
31032023,1,18,46,1020,180,19,GUALEGUAYCHU AERO
31032023,2,16,59,1021,180,11,GUALEGUAYCHU AERO
31032023,2,14,65,1021,180,9,GUALEGUAYCHU AERO
01042023,NA,7,93,1022,230,4,GUALEGUAYCHU AERO
01042023,NA,7,93,1022,230,6,GUALEGUAYCHU AERO
01042023,NA,7,94,1022,230,7,GUALEGUAYCHU AERO
01042023,NA,12,81,1023,230,7,GUALEGUAYCHU AERO
01042023,1,14,83,1022,180,9,GUALEGUAYCHU AERO
01042023,1,16,73,1022,140,9,GUALEGUAYCHU AERO
01042023,1,18,63,1021,90,11,GUALEGUAYCHU AERO
01042023,1,20,54,1021,50,11,GUALEGUAYCHU AERO
01042023,1,21,52,1019,50,11,GUALEGUAYCHU AERO
01042023,1,22,43,1018,50,11,GUALEGUAYCHU AERO
01042023,1,23,44,1018,50,9,GUALEGUAYCHU AERO
01042023,1,23,41,1016,50,9,GUALEGUAYCHU AERO
01042023,1,22,45,1017,50,11,GUALEGUAYCHU AERO
01042023,1,20,54,1017,50,7,GUALEGUAYCHU AERO
01042023,2,19,57,1016,50,4,GUALEGUAYCHU AERO
01042023,2,17,65,1016,50,4,GUALEGUAYCHU AERO
02042023,NA,14,84,1015,50,4,GUALEGUAYCHU AERO
02042023,NA,13,87,1015,50,9,GUALEGUAYCHU AERO
02042023,NA,14,85,1016,50,4,GUALEGUAYCHU AERO
02042023,NA,16,78,1016,50,4,GUALEGUAYCHU AERO
02042023,1,18,71,1016,50,4,GUALEGUAYCHU AERO
02042023,1,20,65,1016,360,7,GUALEGUAYCHU AERO
02042023,1,22,56,1016,50,7,GUALEGUAYCHU AERO
02042023,1,23,54,1015,360,11,GUALEGUAYCHU AERO
02042023,1,24,49,1015,360,11,GUALEGUAYCHU AERO
02042023,1,26,45,1014,360,11,GUALEGUAYCHU AERO
02042023,1,25,44,1014,360,7,GUALEGUAYCHU AERO
02042023,1,25,48,1014,360,7,GUALEGUAYCHU AERO
02042023,1,24,54,1013,50,4,GUALEGUAYCHU AERO
02042023,1,23,58,1013,50,4,GUALEGUAYCHU AERO
02042023,2,22,56,1012,50,4,GUALEGUAYCHU AERO
02042023,2,21,58,1012,50,4,GUALEGUAYCHU AERO
03042023,NA,17,99,1013,140,15,GUALEGUAYCHU AERO
03042023,NA,17,89,1013,140,15,GUALEGUAYCHU AERO
03042023,NA,17,89,1013,140,22,GUALEGUAYCHU AERO
03042023,NA,18,82,1014,90,22,GUALEGUAYCHU AERO
03042023,1,18,83,1014,50,19,GUALEGUAYCHU AERO
03042023,1,20,71,1013,50,26,GUALEGUAYCHU AERO
03042023,1,21,72,1014,50,22,GUALEGUAYCHU AERO
03042023,1,21,67,1013,50,30,GUALEGUAYCHU AERO
03042023,1,21,65,1013,50,30,GUALEGUAYCHU AERO
03042023,1,21,67,1012,50,26,GUALEGUAYCHU AERO
03042023,1,20,71,1011,50,22,GUALEGUAYCHU AERO
03042023,1,20,76,1011,50,11,GUALEGUAYCHU AERO
03042023,1,20,77,1012,50,7,GUALEGUAYCHU AERO
03042023,1,20,81,1013,50,7,GUALEGUAYCHU AERO
03042023,2,19,83,1013,50,6,GUALEGUAYCHU AERO
03042023,2,19,82,1014,50,4,GUALEGUAYCHU AERO
04042023,NA,14,99,1015,180,4,GUALEGUAYCHU AERO
04042023,NA,14,99,1015,90,4,GUALEGUAYCHU AERO
04042023,NA,15,98,1016,90,4,GUALEGUAYCHU AERO
04042023,NA,17,94,1017,90,6,GUALEGUAYCHU AERO
04042023,1,20,82,1017,140,6,GUALEGUAYCHU AERO
04042023,1,21,78,1017,140,7,GUALEGUAYCHU AERO
04042023,1,23,67,1017,140,11,GUALEGUAYCHU AERO
04042023,1,24,65,1017,140,11,GUALEGUAYCHU AERO
04042023,1,24,59,1016,140,11,GUALEGUAYCHU AERO
04042023,1,24,63,1016,160,13,GUALEGUAYCHU AERO
04042023,1,24,61,1015,110,11,GUALEGUAYCHU AERO
04042023,1,25,59,1015,110,9,GUALEGUAYCHU AERO
04042023,1,24,62,1015,110,7,GUALEGUAYCHU AERO
04042023,1,22,77,1015,110,7,GUALEGUAYCHU AERO
04042023,2,20,85,1015,160,6,GUALEGUAYCHU AERO
04042023,2,19,89,1016,180,9,GUALEGUAYCHU AERO
05042023,NA,17,94,1017,50,4,GUALEGUAYCHU AERO
05042023,NA,16,94,1017,90,4,GUALEGUAYCHU AERO
05042023,NA,17,92,1018,90,4,GUALEGUAYCHU AERO
05042023,NA,17,94,1018,50,11,GUALEGUAYCHU AERO
05042023,1,19,85,1018,90,11,GUALEGUAYCHU AERO
05042023,1,21,77,1019,50,13,GUALEGUAYCHU AERO
05042023,1,23,69,1018,50,13,GUALEGUAYCHU AERO
05042023,1,23,68,1018,90,11,GUALEGUAYCHU AERO
05042023,1,24,63,1017,50,15,GUALEGUAYCHU AERO
05042023,1,24,60,1016,90,11,GUALEGUAYCHU AERO
05042023,1,25,57,1015,90,13,GUALEGUAYCHU AERO
05042023,1,26,56,1015,70,17,GUALEGUAYCHU AERO
05042023,1,25,58,1015,70,11,GUALEGUAYCHU AERO
05042023,1,22,69,1015,50,9,GUALEGUAYCHU AERO
05042023,2,22,68,1015,50,7,GUALEGUAYCHU AERO
05042023,2,22,68,1015,50,11,GUALEGUAYCHU AERO
06042023,NA,17,90,1017,90,9,GUALEGUAYCHU AERO
06042023,NA,17,89,1017,90,15,GUALEGUAYCHU AERO
06042023,NA,17,88,1018,90,11,GUALEGUAYCHU AERO
06042023,NA,19,81,1018,70,26,GUALEGUAYCHU AERO
06042023,1,21,71,1018,70,22,GUALEGUAYCHU AERO
06042023,1,24,63,1018,90,22,GUALEGUAYCHU AERO
06042023,1,24,62,1018,90,22,GUALEGUAYCHU AERO
06042023,1,25,58,1018,70,19,GUALEGUAYCHU AERO
06042023,1,25,57,1017,70,19,GUALEGUAYCHU AERO
06042023,1,25,58,1016,90,17,GUALEGUAYCHU AERO
06042023,1,25,58,1016,90,17,GUALEGUAYCHU AERO
06042023,1,24,62,1016,140,15,GUALEGUAYCHU AERO
06042023,1,23,64,1016,140,11,GUALEGUAYCHU AERO
06042023,1,23,66,1016,140,9,GUALEGUAYCHU AERO
06042023,2,21,69,1016,140,7,GUALEGUAYCHU AERO
06042023,2,21,68,1016,140,7,GUALEGUAYCHU AERO
07042023,NA,16,90,1017,140,4,GUALEGUAYCHU AERO
07042023,NA,16,91,1018,140,6,GUALEGUAYCHU AERO
07042023,NA,17,89,1018,140,7,GUALEGUAYCHU AERO
07042023,NA,18,83,1019,90,7,GUALEGUAYCHU AERO
07042023,1,20,79,1019,90,9,GUALEGUAYCHU AERO
07042023,1,22,68,1019,50,11,GUALEGUAYCHU AERO
07042023,1,24,67,1019,50,11,GUALEGUAYCHU AERO
07042023,1,25,65,1019,90,9,GUALEGUAYCHU AERO
07042023,1,26,54,1017,90,9,GUALEGUAYCHU AERO
07042023,1,26,49,1017,140,7,GUALEGUAYCHU AERO
07042023,1,26,45,1016,140,7,GUALEGUAYCHU AERO
07042023,1,25,46,1016,180,4,GUALEGUAYCHU AERO
07042023,1,25,55,1016,180,4,GUALEGUAYCHU AERO
07042023,1,22,66,1017,140,4,GUALEGUAYCHU AERO
07042023,2,21,75,1017,140,4,GUALEGUAYCHU AERO
07042023,2,20,80,1017,140,4,GUALEGUAYCHU AERO
08042023,NA,14,90,1018,50,4,GUALEGUAYCHU AERO
08042023,NA,14,92,1019,50,4,GUALEGUAYCHU AERO
08042023,NA,15,90,1019,50,4,GUALEGUAYCHU AERO
08042023,NA,17,82,1020,70,7,GUALEGUAYCHU AERO
08042023,1,20,75,1020,50,6,GUALEGUAYCHU AERO
08042023,1,22,69,1020,50,9,GUALEGUAYCHU AERO
08042023,1,23,57,1020,70,11,GUALEGUAYCHU AERO
08042023,1,25,48,1019,70,11,GUALEGUAYCHU AERO
08042023,1,25,48,1018,70,11,GUALEGUAYCHU AERO
08042023,1,26,48,1018,50,9,GUALEGUAYCHU AERO
08042023,1,26,45,1017,90,11,GUALEGUAYCHU AERO
08042023,1,25,48,1017,90,7,GUALEGUAYCHU AERO
08042023,1,24,54,1017,110,7,GUALEGUAYCHU AERO
08042023,1,22,63,1017,110,6,GUALEGUAYCHU AERO
08042023,2,20,67,1017,90,6,GUALEGUAYCHU AERO
08042023,2,20,66,1017,90,6,GUALEGUAYCHU AERO
09042023,NA,13,89,1017,90,4,GUALEGUAYCHU AERO
09042023,NA,14,87,1017,90,4,GUALEGUAYCHU AERO
09042023,NA,14,87,1018,90,7,GUALEGUAYCHU AERO
09042023,NA,17,84,1018,50,7,GUALEGUAYCHU AERO
09042023,1,21,72,1018,50,7,GUALEGUAYCHU AERO
09042023,1,24,61,1018,360,11,GUALEGUAYCHU AERO
09042023,1,25,54,1017,360,11,GUALEGUAYCHU AERO
09042023,1,26,51,1016,360,9,GUALEGUAYCHU AERO
09042023,1,27,49,1016,360,9,GUALEGUAYCHU AERO
09042023,1,27,51,1015,360,11,GUALEGUAYCHU AERO
09042023,1,27,49,1014,360,11,GUALEGUAYCHU AERO
09042023,1,27,50,1014,360,7,GUALEGUAYCHU AERO
09042023,1,26,53,1014,50,4,GUALEGUAYCHU AERO
09042023,1,23,63,1013,50,4,GUALEGUAYCHU AERO
09042023,2,22,66,1015,50,4,GUALEGUAYCHU AERO
09042023,2,21,69,1015,50,4,GUALEGUAYCHU AERO
10042023,NA,14,90,1016,0,0,GUALEGUAYCHU AERO
10042023,NA,16,94,1017,90,4,GUALEGUAYCHU AERO
10042023,NA,14,93,1017,90,4,GUALEGUAYCHU AERO
10042023,NA,18,88,1018,50,6,GUALEGUAYCHU AERO
10042023,1,23,69,1019,50,6,GUALEGUAYCHU AERO
10042023,1,24,63,1019,50,7,GUALEGUAYCHU AERO
10042023,1,26,55,1019,50,7,GUALEGUAYCHU AERO
10042023,1,26,52,1018,50,11,GUALEGUAYCHU AERO
10042023,1,26,51,1017,50,13,GUALEGUAYCHU AERO
10042023,1,28,48,1016,90,15,GUALEGUAYCHU AERO
10042023,1,28,48,1016,90,13,GUALEGUAYCHU AERO
10042023,1,28,51,1015,110,11,GUALEGUAYCHU AERO
10042023,1,26,54,1015,90,9,GUALEGUAYCHU AERO
10042023,1,24,63,1015,90,4,GUALEGUAYCHU AERO
10042023,2,23,67,1015,0,0,GUALEGUAYCHU AERO
10042023,2,22,69,1015,0,0,GUALEGUAYCHU AERO
11042023,NA,14,96,1012,90,4,GUALEGUAYCHU AERO
11042023,NA,15,91,1012,90,4,GUALEGUAYCHU AERO
11042023,NA,16,86,1012,90,4,GUALEGUAYCHU AERO
11042023,NA,18,83,1012,90,4,GUALEGUAYCHU AERO
11042023,1,22,71,1012,90,4,GUALEGUAYCHU AERO
11042023,1,26,60,1012,360,4,GUALEGUAYCHU AERO
11042023,1,28,54,1012,360,9,GUALEGUAYCHU AERO
11042023,1,29,50,1010,360,13,GUALEGUAYCHU AERO
11042023,1,29,47,1009,320,17,GUALEGUAYCHU AERO
11042023,1,30,43,1008,320,20,GUALEGUAYCHU AERO
11042023,1,30,43,1008,320,28,GUALEGUAYCHU AERO
11042023,1,29,46,1007,320,24,GUALEGUAYCHU AERO
11042023,1,28,55,1007,320,19,GUALEGUAYCHU AERO
11042023,1,26,62,1007,360,11,GUALEGUAYCHU AERO
11042023,2,25,67,1007,360,9,GUALEGUAYCHU AERO
11042023,2,23,71,1007,360,4,GUALEGUAYCHU AERO
12042023,NA,20,87,1009,230,11,GUALEGUAYCHU AERO
12042023,NA,19,89,1010,200,9,GUALEGUAYCHU AERO
12042023,NA,19,89,1010,90,7,GUALEGUAYCHU AERO
12042023,NA,19,88,1011,160,13,GUALEGUAYCHU AERO
12042023,1,20,87,1011,160,15,GUALEGUAYCHU AERO
12042023,1,22,77,1011,160,19,GUALEGUAYCHU AERO
12042023,1,22,69,1011,160,19,GUALEGUAYCHU AERO
12042023,1,23,65,1011,200,19,GUALEGUAYCHU AERO
12042023,1,23,56,1011,200,13,GUALEGUAYCHU AERO
12042023,1,22,60,1011,160,19,GUALEGUAYCHU AERO
12042023,1,21,59,1011,200,19,GUALEGUAYCHU AERO
12042023,1,19,71,1012,180,22,GUALEGUAYCHU AERO
12042023,1,18,76,1013,160,19,GUALEGUAYCHU AERO
12042023,1,17,84,1013,160,13,GUALEGUAYCHU AERO
12042023,2,16,95,1013,230,9,GUALEGUAYCHU AERO
12042023,2,16,94,1014,200,9,GUALEGUAYCHU AERO
13042023,NA,12,87,1016,180,9,GUALEGUAYCHU AERO
13042023,NA,11,87,1017,180,11,GUALEGUAYCHU AERO
13042023,NA,11,85,1017,180,15,GUALEGUAYCHU AERO
13042023,NA,14,80,1017,180,11,GUALEGUAYCHU AERO
13042023,1,15,68,1018,160,15,GUALEGUAYCHU AERO
13042023,1,16,63,1018,140,11,GUALEGUAYCHU AERO
13042023,1,17,55,1019,140,11,GUALEGUAYCHU AERO
13042023,1,17,54,1019,140,15,GUALEGUAYCHU AERO
13042023,1,18,52,1017,140,15,GUALEGUAYCHU AERO
13042023,1,19,50,1016,180,13,GUALEGUAYCHU AERO
13042023,1,19,49,1016,180,11,GUALEGUAYCHU AERO
13042023,1,18,46,1016,180,11,GUALEGUAYCHU AERO
13042023,1,17,52,1016,180,9,GUALEGUAYCHU AERO
13042023,1,14,62,1016,180,6,GUALEGUAYCHU AERO
13042023,2,12,66,1017,140,6,GUALEGUAYCHU AERO
13042023,2,11,72,1018,140,4,GUALEGUAYCHU AERO
13042023,NA,12,87,1016,180,9,GUALEGUAYCHU AERO
13042023,NA,11,87,1017,180,11,GUALEGUAYCHU AERO
13042023,NA,11,85,1017,180,15,GUALEGUAYCHU AERO
13042023,NA,14,80,1017,180,11,GUALEGUAYCHU AERO
13042023,1,15,68,1018,160,15,GUALEGUAYCHU AERO
13042023,1,16,63,1018,140,11,GUALEGUAYCHU AERO
13042023,1,17,55,1019,140,11,GUALEGUAYCHU AERO
13042023,1,17,54,1019,140,15,GUALEGUAYCHU AERO
13042023,1,18,52,1017,140,15,GUALEGUAYCHU AERO
13042023,1,19,50,1016,180,13,GUALEGUAYCHU AERO
13042023,1,19,49,1016,180,11,GUALEGUAYCHU AERO
13042023,1,18,46,1016,180,11,GUALEGUAYCHU AERO
13042023,1,17,52,1016,180,9,GUALEGUAYCHU AERO
13042023,1,14,62,1016,180,6,GUALEGUAYCHU AERO
13042023,2,12,66,1017,140,6,GUALEGUAYCHU AERO
13042023,2,11,72,1018,140,4,GUALEGUAYCHU AERO
14042023,NA,9,89,1019,140,4,GUALEGUAYCHU AERO
14042023,NA,6,94,1020,140,4,GUALEGUAYCHU AERO
14042023,NA,7,94,1020,140,4,GUALEGUAYCHU AERO
14042023,NA,10,92,1021,140,6,GUALEGUAYCHU AERO
14042023,1,15,68,1021,140,9,GUALEGUAYCHU AERO
14042023,1,17,60,1020,90,9,GUALEGUAYCHU AERO
14042023,1,17,55,1020,140,11,GUALEGUAYCHU AERO
14042023,1,19,53,1020,140,11,GUALEGUAYCHU AERO
14042023,1,19,52,1018,140,13,GUALEGUAYCHU AERO
14042023,1,20,48,1018,140,11,GUALEGUAYCHU AERO
14042023,1,20,45,1017,110,15,GUALEGUAYCHU AERO
14042023,1,20,44,1017,90,13,GUALEGUAYCHU AERO
14042023,1,19,49,1017,90,9,GUALEGUAYCHU AERO
14042023,1,17,61,1017,90,9,GUALEGUAYCHU AERO
14042023,2,16,65,1018,90,7,GUALEGUAYCHU AERO
14042023,2,14,82,1018,140,6,GUALEGUAYCHU AERO
15042023,NA,12,97,1020,140,6,GUALEGUAYCHU AERO
15042023,NA,12,94,1019,90,9,GUALEGUAYCHU AERO
15042023,NA,12,94,1020,70,7,GUALEGUAYCHU AERO
15042023,NA,13,90,1020,90,9,GUALEGUAYCHU AERO
15042023,1,15,81,1021,90,11,GUALEGUAYCHU AERO
15042023,1,16,78,1020,90,11,GUALEGUAYCHU AERO
15042023,1,18,72,1020,90,11,GUALEGUAYCHU AERO
15042023,1,19,66,1019,90,15,GUALEGUAYCHU AERO
15042023,1,20,56,1018,90,11,GUALEGUAYCHU AERO
15042023,1,20,59,1018,90,11,GUALEGUAYCHU AERO
15042023,1,21,53,1017,90,9,GUALEGUAYCHU AERO
15042023,1,20,61,1017,140,9,GUALEGUAYCHU AERO
15042023,1,20,61,1017,140,9,GUALEGUAYCHU AERO
